tconst,primaryTitle,averageRating,directors,genres,actor,languages
tt0086072,Master of the World,3.8,nm0146873,Adventure,Maria Vittoria Garlanda,en
tt0086074,Hearts and Armour,5.6,nm0006690,"Action,Adventure,Fantasy","Cinevra Carraro, Americo De Angelis, Aurelio Gatti","fr, tr, ru, en"
tt0086079,Gramps Is in the Resistance,6.7,nm0688585,"Comedy,Music,War","Yvette Giraudeau, Lucien Henry, York Kruger-Schmidt, Jacques Pszenica, Jacques Rose","en, fr, ru, fa"
tt0086084,Passionless Moments,6.9,"nm0001005,nm3096624","Drama,Short","Carol, Haedyn Cunningham, Ged Boy Lee, Moppo Lee, Paul Melchert, George Nezovic, Jamie Pride, Gordon Quiller, Rebecca Stewart, Christopher Trimm",ru
tt0086089,Anna Pavlova,6.9,nm0521422,"Biography,Drama,Music","Lina Buldakova, Georgio Dimitriou, Pyotr Gusev, Pro P. Gusev, Michael Kradunin, Ivan Shykra",ru
tt0086090,Paweogo,4.8,nm0762993,Drama,"Marie-Claire Coeffe, Edouard Bila Ilboudo, Jules Tassembedo",en
tt0086099,The Little Bunch,6.4,nm0222545,"Adventure,Comedy,Mystery","Jean Bols, Andrew Chandler, Hélène Dassule, Claude Drobinski, Valerie Gauthier, Nicole Palmer, Hamish Scrimgeour, Katherine Scrimgeour, Nicolas Sireau, Remi Usquin","ru, tr, bg"
tt0086102,Phar Lap,7.2,nm0934578,"Biography,Drama,Family","Bill Laherty, Paul Riley, Kelvyn Worth",ru
tt0086104,El pico,6.8,nm0407061,Drama,María Isabel Amayra,"en, ru"
tt0086112,The Pirates of Penzance,7.1,nm0494879,"Comedy,Musical,Romance","Mohamed Aazzi, Lennie Byrne, Phillip Harrison, Brian Markham, Mohamed Serhani, Ursula Stedman","fa, fr, en, tr, ru"
tt0086113,The Pit,5.7,nm0499641,"Horror,Mystery","Cindy Auten, Edith Bedker, Paul Grisham, Laura Hollingsworth, Era Keil, Marvin Keil, Wendy Schmidt, Allison Tye","en, fr, ru"
tt0086124,Po zakonam voennogo vremeni,6.0,nm0805112,"Action,War",Evgeniy Vinokurov,ru
tt0086128,Policewoman Centerfold,5.2,nm0046172,Drama,Deborah Harris,"bg, fr, ja"
tt0086129,Porky's II: The Next Day,5.0,nm0163706,Comedy,"Marjorie Lee Akin, Danny Baker, Margie Baker, Robert Berner, Ralph Allen Chesney, Carlo Fittanto, Mike Frayler, Joel Goss, Blaine Grose, Betty Mae Jumper, Peggy Keating, Francis Lawrence, Ted Maxwell, Margaret Pechonis, Bret Prettyman, Patsianne Reichard, Blanche Richards, Charlene Rogoff, Brian Stone, Vernon Tiger, Chuck Wahl","ja, en, fr, bg, ru"
tt0086135,Atlantis Interceptors,4.8,nm0219959,"Action,Sci-Fi","James Demby, John Vasallo","tr, ru, en"
tt0086136,First Desires,4.5,nm0357807,"Drama,Romance","Michael Erdmann, Inge Maria Granzow","hi, bg, en, ja, tr"
tt0086137,The Prey,4.4,nm0113499,Horror,Philip Wenckus,"ru, en"
tt0086141,Prisoners of the Lost Universe,3.7,nm0545169,"Action,Adventure,Comedy",Myles Robertson,"en, sv, ru"
tt0086143,Private School,5.2,nm0085457,"Comedy,Romance","Debra Davison Ellis, Lane Maloney, Nancy Rowe, Wendy Strin","en, bg, fr, tr, hi, ja"
tt0086149,Farewell,7.5,nm0459552,Drama,"Anna Kustova, Denis Lupov, Nadezhda Pogorishnaya","ru, en, bg"
tt0086150,"Prosti menya, Alyosha",6.2,nm0044940,"Drama,Romance","Olga Kochetkova, Larisa Zhurek","ja, ru"
tt0086153,First Name: Carmen,6.3,nm0000419,"Crime,Drama,Music","Laurent Dangalec, Jean-Michel Denis","en, ja, tr, fr, ru, fa"
tt0086154,Psycho II,6.6,nm0002207,"Crime,Horror,Mystery",Michael Lomazow,"en, bg, bn, ru, fr, ja, es, gu, ur, hi"
tt0086161,Quarterback Princess,6.3,nm0085457,"Drama,Sport","Holly Bressler, Kim Carbone, Dana Garrett, Pat Hellberg, Geoffrey S. Hendrickson, Brian Luttrell, Tami Maida, Rick Metzger, Alex Schrage, Dominique Steffanoff","en, ja, ru, fr"
tt0086168,Rage of Angels,6.0,nm0474539,"Drama,Romance","Art Hammer, Mike O'Carroll",ja
tt0086169,Randale,6.3,nm0701050,"Crime,Drama","Cornelia Calwer, Ute Freight",de
tt0086174,Rasputin - Orgy in the Tsarina's Court,5.3,nm0388648,"Action,Adult,Drama","Marion Berger, Alexander Conte, Enrico Franke, Carlos Jansen, Mara Kocak, C.M. Sherland, Tatjana Woroschin","en, cmn"
tt0086182,Rembetiko,8.1,nm0002948,"Biography,Drama,Music",Mirella Sklavounou,"en, ru, tr"
tt0086185,To Catch a Cop,3.4,nm0350806,Comedy,"Levi Prawda, Raymond Romegus, Jean-Claude Schwartz",en
tt0086186,The Retrievers,4.4,nm0393212,"Action,Drama","Tony Cabellano, Betty Caye, Ed Egington, Ivette Giraldo, Susie Holliday, Aurthor Jordan, Bud Kramer, Lenard Miller, Ken Robison, Harry Shapiro, George Ugarte","ja, en"
tt0086187,Retsept yeyo molodosti,5.6,nm0320193,"Comedy,Musical",L.I. Zanova,ru
tt0086189,The Return of Captain Invincible,5.6,nm0602333,"Comedy,Fantasy,Musical","Allan McGuiness, Alan Thorne","ru, en, ja, fr"
tt0086190,Star Wars: Episode VI - Return of the Jedi,8.3,nm0549658,"Action,Adventure,Fantasy","Franki Anderson, Margo Apostolos, Derrick Baylis, Alan Bennett, Pamela Betts, Linda Bowley, Maureen Charlton, Dalyn Chew, John Cumming, Jesse Goodell, Jenny Green, Lars Green, Bill Halls, Kathleen Hartney Ross, James Howard, Glynn Jones, Peggy Kashuba, Bill Kreysler, Larin Lahr, Bill Mann, George Miller, Mercedes Ngoh, Barbara O'Laughlin, Sonia Paulsen, Edwina Pellikka, Carol Read, Barry Robertson, Scott Robinson, Josephine Staddon, Warwick Tompkins, Stan Wakashige, John Watson, Ron Young","ca, cs, en, tr, fr, sk, ru, sv, bg, ja, cmn, hi, fa"
tt0086192,Revenge of the Ninja,6.0,nm0278735,"Action,Crime,Drama","Azande Aiken, Ladd Anderson, Jody Asbury, José Gonzáles, Jogi Hollands, Glen Joe, Al Lai, Ken Mckkonnel, Minny Minoya, Grace Oshita, Regina Romero, Eddie Tse, Arturo Yepes","sr, fr, ja, ru, en, tr, bg"
tt0086196,Just a Game,6.2,nm0767054,Drama,Julie Desjardins,en
tt0086197,The Right Stuff,7.8,nm0442241,"Adventure,Biography,Drama","Mickey Crocker, Royce Grones","ja, en, hi, sr, ru, bg, fr, tr, cmn"
tt0086200,Risky Business,6.8,nm0001887,"Comedy,Crime,Drama","Dana Balkin, Steven Charous, Jill DeVries, Jade Gold, Lucy Harrington, Kerry Hill, Vivian Victor","en, fr, ja, tr, ru, bg, sv, hi"
tt0086201,Rita Hayworth: The Love Goddess,6.5,nm0326360,"Biography,Drama",Elayna Vincent,ja
tt0086205,Romantic Comedy,5.3,nm0002137,"Comedy,Romance","Juanita Edwards, Sean Patrick Guérin, Robert Lee, Darrah Meley, Karen Raskind","tr, fr, bg, ru, ja"
tt0086206,Night Patrol,4.8,nm0592922,"Action,Crime,Thriller",Edouard Marcellin,"en, ru, nl"
tt0086213,Sugar Cane Alley,7.3,nm0657484,"Drama,History","Samuel Abraham, Albert Adea, Jose Aloha, Dominique Arfi, Dorothee Audibert, Emmanuel Beaudi, Louis Luc Bernex, Norita Blamelbe, Gisèle Boisan, Francis Coco, Mathieu Crico, Leon De la Guigneraye, Céline Delaunay-Belleville, Virginie Delaunay-Belleville, Marie-Jo Descas, David Fadeau, Bernard Fergant, Clothaire Grivallier, Mathieu Grivallier, Victor Grivallier, Groupe Malavoi, Jacques Guinchard, Michael Guitteau, Tania Hamel, Miguel Huret, Sonia Joseph, Richard Labetan, André Lehr, Serge Lof, Michel Loulergue, Maïté Marquet, Félix Mence, Monique Nelson, Ghislaine Pierre-Nicolas, Roger Promard, Joby Ravenet, Joseph Rene-Corail, Lina Sabinus, Laurent Saint-Cyr, Edgar Septua, Félix Ursulet","fr, en, ja, ru"
tt0086214,Le ruffian,6.0,nm0320510,"Adventure,Crime","Rick Alkerton, Georges Belanger, Broan Bowron, Mike Bradford, Donald Brown, Richard Carrière, Lorne Carry, Tom Charlton, William Collins, Frédérique Constantini, George Dalke, Jim Draper, Louis Dreze, Gilbert Farley, Annie Foulon, Suzanne Germain, Dave Hay, Lawson Hay, Paul Hudon, Sam Inch, Pancho Johnson, Luc Lapointe, Guy Leblanc, François Leclec, John Matkin, Marie McLaughlin, Greg McMillan, Wayne Mousseau, René Paquette, Neil Paterson, Pierre Rieux, Duane Robinson, Pierre Rodrigue, Don Steedman, Lionel Thompson, Bernard Vincent, Danyl Wahayenni-Martin, Shawan Winchester, Yulek Winnicki, Dons Woodhouse, Leslie Wyss, Gaither Zinkan","fr, ru, tr, bg"
tt0086216,Rumble Fish,7.1,nm0000338,"Crime,Drama,Romance","John Robert Askew, Sue Belknap, Keeva Clayton, Corky Coble, Kurt Ehlers, Richard Fitzgerald, Kirsten Hayden, Joseph W. Hunt, Mark Johnson, Michelle Komriz, Allan Kuhn, Karen Parker, Ralph S. Winger, Isabella Wood","sv, ru, en, fr, cmn, tr, ja, bg"
tt0086219,Runners,5.6,nm0836430,Drama,"Hazel Berry, Nicola Glew, Ashley Harvey, Charla Haughton, Ruti Simon",ja
tt0086220,Running Brave,6.7,nm0790519,"Biography,Drama,Sport","Barbara Blackhorse, Derek Campbell, Merrill Dendoff, Donna Devore, Seymour Eaglespeaker, Ira Englander, Chris Judge, John Littlechild, Douglas Marquardt, Gail Omeasoo, Billy Runsabove, Maurice Wolfe","ja, ru"
tt0086222,Rush,4.3,nm0723260,"Adventure,Sci-Fi",Rita Furlan,"fr, tr"
tt0086227,Sacred Ground,6.0,nm0682309,"Drama,Western","Lefty Wild Eagle, Glenda Foster, Franklin Fritz, Arnold Gallagher, Laura Hecocta, Fernando Herrera, Jerald Jackson Jr., Adeline Jackson, Bergie Jackson, Cora Lee Joe, Larry Kenoras, Thurman Parrish, Mary Sheppard, Della Wilson, Ronnie Wilson, Darin Wright, Ronnie Wright",en
tt0086232,Sahara,4.9,"nm0572132,nm0347086","Adventure,Drama","Caro Henley, Dina Ledani, Sam Omani, Shaul Taron, Lena Trabelsi, Zehava Twena, Aharon Vaturi","bg, ja, tr, en, fr, ru"
tt0086233,Saigon: Year of the Cat,5.7,nm0001241,Drama,"Pichit Bulkul, Yim Hoontrakul, Malinee, Somsak Seangwilai, Thavisakdi Srimuang, Tawee Sub, Bach Ngoc Tran, Rong Wongsawan",en
tt0086239,Blood on My Shoes,5.6,nm0001238,"Horror,Thriller","Verónica Arezchavaleta, Eugenia Farach",en
tt0086245,"Say Amen, Somebody",7.7,nm0631221,"Documentary,Music","Billie Barrett GreenBey, Sallie Martin, Edward O'Neal, Rodessa Barrett Porter, Michael Keith Smith",ja
tt0086248,Scalps,3.9,nm0676248,Horror,"John Barr, Jesus De Luigi, Carol Sue Flockhart, Barbara Magnusson, Roger Maycock, Pepi, Romeo Rodriguis",ru
tt0086250,Scarface,8.3,nm0000361,"Crime,Drama","Loren Almaguer, Richard Brehm, Tony Emerzian, Troy Isaacs, Laurie Kanner, Lori Meeks, Barbrah Messing, Junior Newman, Angela Nisi, David Oakden, Debby Paley, Tony Pann, Barbra Perez, Catharine Richardson, Sandy Russell, Anthony Saenz, Carlos Salinas, Rhonda Sandberg, Pat Seran, Will Waters, Robert Yang","en, bn, hi, tr, fa, bg, fr, ja, ar, he, hr, cmn, ml"
tt0086251,The Scarlet and the Black,7.5,nm0518719,"Drama,History,War","J.P. Gallagher, Cesarina Tacconi","bg, en, fr, ru, qbp, hr, ja"
tt0086260,Der Scout,5.9,"nm0120563,nm0678863",Western,"Dalchsürengijn Gürsed, Luwsan-Osorijin Njamsiire, Bobijn Rawdan, Zerendulamijn Rudna","bg, ru"
tt0086262,Scream,2.9,nm0704434,"Horror,Mystery","Joseph Alvarado, Hal Buchanan, Larry Quisenberry","fa, en, ru"
tt0086263,Screamtime,4.9,"nm0035830,nm0519193","Drama,Fantasy,Horror","Michael Gordon, Gary Linley","en, ru"
tt0086264,Screwballs,4.6,nm0956205,Comedy,"Paula Farmer, John Glossop, Stephanie Murgaski, Allison Smith","en, ru, hi, ja, tr"
tt0086265,Scrubbers,5.6,nm0955195,Drama,Caroline Needs,"qbn, en, fr"
tt0086267,Six Swedish Girls in the Alps,4.5,nm0336091,Comedy,"Anita Lamar, Elke Sjöberg, Michaela Larsen, Petra van Hoven","bg, ru, en, hi"
tt0086271,Secrets,6.1,nm0587669,"Comedy,Drama,Romance","Daisy Cockburn, Lucy Goode","fr, en"
tt0086276,Siege,6.6,"nm0640126,nm0233050","Crime,Drama,Thriller","John D'Arte, Gary Dempster, Blaine Hensaw, Malachi Salter, Patricia Vroom, Fred Wadden","en, nl, ja, ru"
tt0086282,La 7ème cible,6.3,nm0684509,"Drama,Romance,Thriller","Wolfgang Keller, Serge Vilcroix","ru, bg"
tt0086288,Formula for a Murder,5.6,nm0210130,"Horror,Mystery,Thriller",Carroll Blumenberg,"en, tr"
tt0086289,I sette magnifici gladiatori,3.7,"nm0289576,nm0559769","Action,Adventure,Drama","Belle Crandall, Gregg Logan, Mary Rader, Peter Rugge, Henry Tyre, John Growne II, Laddy Price, George Wender","tr, en, fr"
tt0086312,Silkwood,7.1,nm0001566,"Biography,Drama,History","Larry Cano, Kathie Dean, Anthony Fernandez, Tana Hensley, Dan Lindsey, Susan McDaniel","bg, en, ru, ja, ca, cmn, fr, tr"
tt0086315,The Sins of Dorian Gray,5.5,nm0562699,"Drama,Horror","Mark Dufty, James Kione, Roxanne Moffitt",fr
tt0086317,Skorost,6.3,nm0841268,Drama,V. Musakhanov,ru
tt0086318,Beauty and the Beast,7.0,nm0540295,Drama,Pia Bodal,en
tt0086319,The Snowdrop Festivities,7.6,nm0579954,"Comedy,Drama","Václav Ascherl, Josef Cabrnoch, Ladislav Danecek, Jirí Fiala, Jirí Glos, Jaroslav Janouch, Vladimír Jilemnický, Oldrich Petrák, Pavla Vanourková, Josef Vojácek","ru, en"
tt0086320,Sleepaway Camp,6.2,nm0385349,Horror,"Allen Breton, Lisa Buckler, Colette Lee Corcoran, Julie Delisio, Susan Glaze, Fred Greene, Bram Hand, Owen Hughes, Willy Kuskin, Michael Lerman, Alyson Mord, Paul Poland","en, ru, cmn, fr, ja"
tt0086325,Smokey and the Bandit Part 3,3.5,nm0523310,"Action,Comedy,Crime","Leon Cheatom, Janis Cummins, William L. Kingsley, Kim Kondziola, Alejandro Moreno, Gloria Nichols, Richard Walsh","en, bg, ru"
tt0086330,The Erotic Dreams of Cleopatra,3.8,nm0224315,Romance,"Laura Angeli, Jac Perac, Nadine Raussiel, Franca Torlone, Annie Trevilly",en
tt0086336,Something Wicked This Way Comes,6.7,nm0002338,"Fantasy,Mystery,Thriller",Sharon Ashe,"fr, en, bg, ru"
tt0086337,"Somewhere, Tomorrow",5.9,nm0927445,"Drama,Fantasy",Reverend Holt,ru
tt0086339,The Ark of the Sun God,4.9,nm0546672,"Action,Adventure,Crime","Mustafa Gurler, Susie Sudlow","en, tr, fr, ja"
tt0086340,Sorceress,4.4,nm0384335,"Action,Adventure,Fantasy","William Arnold, Ginger Baum, Joe Greenman, Carol Palomino, Marcus Patchet, Randy Rothman","hi, ru, en, hr, fr"
tt0086343,Nothing Underneath,5.8,nm0889402,"Mystery,Thriller","Catherine Noyes, Sonia Raule","en, ja, fr, ru"
tt0086345,Space Raiders,4.5,nm0169438,"Action,Adventure,Sci-Fi","Elizabeth Charlton, Don Washburn","ja, ru, en"
tt0086346,Spacehunter: Adventures in the Forbidden Zone,5.4,nm0425593,"Action,Adventure,Sci-Fi",Rich Grigsby,"ja, en, bg, ru, fr"
tt0086348,Sparkling Cyanide,5.9,nm0507690,"Crime,Mystery,Thriller",Abby Haman,"ja, ru"
tt0086349,Spasms,4.4,nm0296651,"Horror,Sci-Fi",Sandra Awalt,"ru, fr, en"
tt0086350,Special Bulletin,7.6,nm0001880,Drama,"Edwin Bernstein, Wanda Bowe, Marian A. Carter, Kelly Condon, William J. Ghinta, William A. Gimble Jr., Virginia Gourdin, Robert Kay, Steven Ledford, Arthur McDonald, Arthur R. Nuzzo, Ellen Ren, Steven M. Sawyer, Sadina H. Terry, Jack Thompson, Celestine Turner",ru
tt0086352,Spring Break,4.9,nm0192446,"Comedy,Romance","James Bates, Lois Chamberlain, Sara Denning, Susan Eastman, Laura J. Galgozy, Milton Herson, Robert Lewine, Marilyn Max, Johanna Mileschkowsky, Elenore Raabe, Angie Ross, Maria Sedano, John Terry","en, ru, fr, hi, ja"
tt0086355,Star 80,6.8,nm0002080,"Biography,Drama","Jacqueline Coleman, Martin Eade, Kristine Garbo, Dean Hajum, Michele Hill, Shelly Ingram, Don Jones, Don Kitchen, George McKensie, Peter Ohrnberger, Venus Pinkston, Sulinda Watson, Tina Willson","tr, en, bg, fr, ru, ja"
tt0086356,The Star Chamber,6.3,nm0001382,"Crime,Drama,Mystery",Ann Pat Kelly,"qbn, fr, ru, sv, en, ja, bg"
tt0086358,State buoni se potete,8.0,nm0536238,"Comedy,Drama,History","Nando Basile, Stefano Fournier, Renata Roggero, Emanuela Stucchi Privetti",ru
tt0086361,Staying Alive,4.7,nm0000230,"Drama,Music,Romance","Melita Brock-Warner, David Chavez, Arthur Colatrella, Gerard Gerth, Rhonda Hairston, James Ko, Sharee Lane, Lee Anne Loomis, James A. May, Kathy Shippen, Karin Smith, Louis F. Valentini, Katharine Wilson","fr, hi, tr, ru, en, ja, bg"
tt0086362,Stella,5.5,nm0382327,Drama,Roger Galy,fr
tt0086365,Stigma,5.0,nm0053268,Drama,Yoni Pochter,"he, en"
tt0086366,Still Smokin,5.4,nm0001045,"Comedy,Music","Mariette Bout, Ferry Andre de la Porte, Fabiola, Thea Grote Gansey, Lisbeth van der Heul, Linda Livingston, Hans Rison, Guus de Vre, Jan van der Windt","en, ru, bg"
tt0086369,A Question of Silence,6.6,nm0331296,Drama,"Eric Besseling, Noa Cohen, Roswieta Evenvel, Martijn Hasebos, Noortje Jansen, Sally Loswijk, Harry Steen, Erzsebeth Weber","en, ru"
tt0086370,The Sting II,4.9,nm0434571,"Comedy,Crime","Melodie Bovee, Ronnie E. Datillo, Lise Kristen Gerard, Hillary Tyler, Jerry Whitney","bg, en, ja, ru"
tt0086372,The Story of Piera,6.1,nm0274659,"Biography,Drama",Luciana Levi,"ja, tr, ru, en"
tt0086373,Strange Brew,6.6,"nm0858686,nm0001548","Comedy,Crime,Sci-Fi","Desh Bandhu, Doug Knispel, Charlie Royer, Albert Texiera, Robert Veer","tr, en, ru, fr"
tt0086374,Strange Invaders,5.4,nm0490861,"Horror,Mystery,Sci-Fi","Connie Kellers, Betsy Pickering","tr, fr, en, sr, ru"
tt0086377,Streamers,6.5,nm0000265,"Crime,Drama,War",Paul Rohrig,"ru, ja"
tt0086379,Stroker Ace,4.9,nm0624102,"Action,Comedy,Romance","Terri Ann Bantle, Bill D. Brown, Charles E. Brown, Hunter Bruce, Harold Kinder, Ernie Moore, Robert K. Ottum, Burton Slade","ru, en, fr, ja"
tt0086381,Stryker,4.3,nm0379391,"Action,Sci-Fi","Corey Casey, Camille Ships","tr, bg, ru, fr"
tt0086383,Sudden Impact,6.6,nm0000142,"Action,Crime,Thriller","Christine Card, Matthew Child, Ken Lee, David Rivers, Dennis Royston, Eileen Wiggins","tr, bg, ca, en, hi, sv, ja, ru, fr"
tt0086392,Supergirls for Love,5.4,nm0596937,Adult,"Eva Cordes, Lisa De Carlo, Peter Jansen, Ivonne Monaco, Roland Voss",hr
tt0086393,Superman III,5.0,nm0504513,"Action,Adventure,Comedy",Paul Kaethler,"en, te, ru, bg, fr, ja, hi, sv, tr, bn, ml"
tt0086397,The Survivors,5.8,nm0006916,"Comedy,Crime,Drama",Indira Manjrekar,"en, bg, fr, ru"
tt0086398,Black Crows,4.6,nm0322987,"Drama,Romance",Snorre Bjaanæs,en
tt0086399,Svengali,5.8,nm0367431,"Drama,Romance","Joel DeWitt, Vera Mayer","tr, ja"
tt0086405,Table for Five,6.1,nm0509409,"Drama,Romance","Son Hoang Bui, Saïd, Rupert Sykes","ru, tr, ja"
tt0086407,Tayna chyornykh drozdov,6.4,nm0220234,"Crime,Mystery",Valentina Kolodyazhnaya,"en, ru"
tt0086409,Taking Tiger Mountain,4.7,"nm0399592,nm0974273","Adult,Sci-Fi",Radio Free Europe,cy
tt0086410,Tales of Ordinary Madness,6.7,nm0274659,Drama,"Patrick Hughes, Anthony Pitillo, Wendy Welles","en, ru, bg, tr, hi, cmn"
tt0086411,Talisman,6.8,"nm0233785,nm0300374",Family,"Denis Churmanteyev, A. Fedonova, A. Godov, R. Tsegelnitsky",ru
tt0086421,"Oh, Bloody Life",7.5,nm0045880,"Comedy,Drama","Katalin Horváth, Kálmán Márton","ru, en"
tt0086422,Tell Me That You Love Me,4.6,nm0873570,"Comedy,Drama","Mia Arbatova, Mark Ariel, David Goldenberg, Uri Rachlin, Ruth Reizel, Ross Schiffer, Carol Thomas","he, fr"
tt0086423,Tender Mercies,7.3,nm0000915,"Drama,Music","James Aaron, Jerry Abbot, Linda Barnes, Robert E. Blackburn III, Max Ferris, Glen Fleming, Stephen Funchess, Bobby Hibbitts, Mary-Ann Hobel, Andrew Scott Hollon, Buddie Hrabal, Robert P. Kelley, Leo MacWilliam, Wayne Milligan, Vicki Neff, Terry Schoolcraft, Denise Simek, Earlane Simpson, Roy W. Wahlstrom","tr, en, fr, sv, ja, bg, ru"
tt0086424,Tender Teenager,5.8,nm0682749,Drama,Isa Pigot,"hi, en, ja, tr, fr"
tt0086425,Terms of Endearment,7.4,nm0000985,"Comedy,Drama","Barbara Balik, John C. Conger, Bette Croissant, Jennifer Josey, Elaine McGown, Sandra Newkirk, Shelley K. Nielsen, Helen Stauffer, Amanda Watkins, Lanier Whilden, Tara Yeakey","fr, qbn, sv, tr, cmn, en, bg, ja, ca, ru, gsw, hi, fa"
tt0086427,The Terry Fox Story,6.9,nm0859389,"Biography,Drama,Sport","Gary Baker, Wayne Brace, Al Coombs, Gary Darycott, Jayne Foster, Eric Fryer, Laurie Oberding, Chris Stodard, Dorothy Wyatt","en, ja, ru, fr"
tt0086429,Testament,6.9,nm0003313,"Drama,Sci-Fi","Carol Amen, Rachel Gudmundson, Gerry Murillo, C.D. Tiger","fr, en, ja, ru, bg"
tt0086434,Thunder,5.2,nm0170354,"Action,Crime,Drama",Slim Smith,"tr, fr, ja"
tt0086442,A Time to Die,4.2,"nm0162343,nm0868149","Crime,Drama",Charles Lee,"en, tr"
tt0086443,Timerider: The Adventure of Lyle Swann,5.4,nm0213100,"Action,Adventure,Sci-Fi","Clay Ambrose, Sam Chadwyck, Joseph V. DiPrima, Miles Earney, Audie Edmondson, Buddy Edmondson, Florence Gommy Frank, John Gill, Reginald Johnson, Tommy Leyba, Carlos McEvilly, Gibbeaun Monkette, Lisa Wilson","en, fr, sv, tr, fa, ru"
tt0086447,The Millennial Bee,7.9,nm0416036,"Comedy,Drama,War",Václav Simice,"cs, sk, en, tr"
tt0086449,To All a Goodnight,4.6,nm0381450,"Horror,Mystery,Thriller","Jeff Butts, Alain Clenet, Carrie Cobb, Lori Eiseman, Cathy Fisher, Judy Hess, Cathy Hicky, Mary Hicky, Donald Kinn, Lisa Labowskie, William Lauer, Miles Liptak, Linda Mersman, Robin Olsen, Jane Osborn, Virginia Quiria, Harry Sethe, Denise Stearns, Toby Sternlieb, Forrest Swonsen, Dori Tressler, Mary Wagner, Justin Zachary","en, ru, ja, fr"
tt0086450,To Be or Not to Be,6.8,nm0424466,"Comedy,Drama,War",Stephanie Wingate,"fr, bg, ja, sv, en, hi, ru"
tt0086456,The Little Girl Who Conquered Time,6.6,nm0541244,"Romance,Sci-Fi","Taizoh Masumoto, Ken Naitoh, Youko Yamashita","en, ja, ru"
tt0086461,Tough Enough,5.5,nm0281507,"Action,Drama,Romance","Susanne Hasty, Cindy Judy, Rod Kieschnick, Doug Lord, Kathy Lynch, Darlene O'Hara, Terra Perry, Darryl Poafpybitty, Preston Salisbury, Ernest Lee Smith, Tino Zaragoza","ru, ja, fr"
tt0086462,Patsany,7.5,nm0038361,"Crime,Drama",Yulian Gruzdev,ru
tt0086465,Trading Places,7.5,nm0000484,Comedy,"Bonnie Behrend, Ray D'Amore, Anthony DiSabatino, Richard D. Fisher Jr., Jim Gallagher, Shelly Chee Chee Hall, David Schwartz, Tony Sherer, Mary St. John, Bonnie Tremena, James D. Turner","en, sv, bg, tr, hi, ru, ja, fr"
tt0086466,La tragédie de Carmen,8.0,nm0111656,"Drama,Musical",Jon Rath,en
tt0086470,Trauma,7.2,nm0473352,Thriller,"Julia Dorn, Mariassa Roellig",tr
tt0086476,Trenchcoat,5.3,nm0875744,"Comedy,Mystery,Thriller","Emanuel Abela, Joe Abela, Nadine Azzopardi, Eddie Baldacchino, Ruth Borthwick, Freda Camilleri, Joe Coppini, Benny Farrugia, Lilly Harding, Fifi Moyer, Charles Saliba, Anthony Spiteri, Saviour Tanti, Margaret von Brockdorff","en, ru"
tt0086479,Tricheurs,6.2,nm0775447,"Comedy,Drama",Xina Vasconcellos,en
tt0086484,Tuareg: The Desert Warrior,5.4,nm0144758,"Action,Adventure","Carla Lovatelli, Marino Navascués, Rogelio Salvatori","tr, bg, fr"
tt0086486,Oasis of the Zombies,2.7,nm0001238,Horror,"Myriam Landson, Jeff Montgomery","en, fr, ru"
tt0086488,Två killar och en tjej,5.3,nm0002120,"Comedy,Romance","Björn Haugan, Karin Switz",ja
tt0086489,Twice Upon a Time,6.9,"nm0466793,nm0842415","Action,Adventure,Animation","Deborah Beckman, Cheryl Carrington, Travis Cespedes, Christine Chandler, Gillian Gould, Geraldine Green, Doug Haynes, Brad Jones, Zohra J. Kalinkowitz, David Korty, Patsy Maloney, David Moordigian, Mary Jane O'Donnell, Kevin O'Shea, Sharon Palmer, Nona Pepino, Joy Perla, Clyde E. Robertson, Elma Barry Robertson, Lee Saijo, Eric Stoelting, Deborah Warren, Sally Wetherby, Don Kennedy","yue, en, cmn, ja, ru"
