tconst,primaryTitle,averageRating,directors,genres,actor,languages
tt0109491,Country Life,6.7,nm0086820,"Drama,Romance",David Berkholz,"fr, bg"
tt0109493,The Cowboy Way,5.9,nm0150707,"Action,Comedy,Crime","Kristin Baer, Willie Ley, Dan Spoon","en, ja, bg, fr"
tt0109494,Crackerjack,4.5,nm0563331,"Action,Thriller","Ashley Da Costa, Wade Flett, Melody Stark","bg, fr, ja"
tt0109497,Creation of Adam,5.9,nm0667809,"Drama,Fantasy,Mystery","Dzhavanshir Kamandar, Anatoli Kasimov, Aleksei Palchek",en
tt0109498,The Crew,4.0,nm0173207,"Drama,Thriller","James Garnett, Magnum Marine, Bob Moore, Walter Mortensen, Vigil Sanchez","fr, en"
tt0109499,The Heart's Cry,6.2,nm0653458,Drama,"Thierry Angler, Christian Anzoli, Patrick Bancaud, Yacouba Barro, Simone Coudet, Saïd Diarra, Ginette Fabet, Alessandra Ferraton, Mamadou Ky, Arnaud Dalla Mura, Mustapha Nasri, Almé Onadja, Moussa Ouédraogo, Natacha Reboul, Emmanuel Sanou, Camille Spinardi, Clément Vercelleto",en
tt0109500,Cries Unheard: The Donna Yaklich Story,6.1,nm0557857,Drama,Arnold Grossman,"fr, bg"
tt0109503,Criminal Passion,4.7,nm0215123,"Drama,Mystery,Thriller","Kristina Glade, Margot Nichols","en, fr"
tt0109504,Crooklyn,7.0,nm0000490,"Comedy,Drama","Clay Berry, Sandra Billingsten, Thomas Bowman, Spenker Chinoy, Lerone B. Cole, Johnette Cook, Kathleen Ditmer, Joe Donohue Jr., N. Jeremi Duru, Marisol Espada, Jim Fiedler, Tamara Fort, Richard Franklin, Kendell Freeman, Asia Gilyard, Mona Haigler, Cynthia Hawkins, Farnell Hurd, Jean Ingraham, Khalil S. Khalil, Ellen Ellis Lee, Amyne Loomis, Rita McFadden, Andre McGlasken, Fred Meyers, Michael Meyers, Paul Moore, Yolande Morris, Desiree Murray, Patriece Nelson, Roberta Polito, Annij Prestoria, Kelly Rebeiro, Raymond Reliford, Hector M. Ricci, Donna Jean Roberts, Michelle Rosario, Taneal Royal, Carmen Tillery, Dave Tofan, Gary Torres, Francesca Vanasio, Peter Vandewater, Eren Washington, Shawna M. Williams, Mineko Yajima, Ann Yarbrough","ja, fr, en"
tt0109506,The Crow,7.5,nm0001639,"Action,Crime,Drama",Sherman L. Baldwin,"en, ja, fr, cmn, hi, tr, he, bg"
tt0109508,Crumb,8.0,nm0959062,"Biography,Comedy,Documentary","David Boeddinghaus, Chris Choy, Beatrice Crumb, Charles Crumb, Jesse Crumb, Deirdre English, Kathy Goodell, Neal Halfon, Jim Kallet, John McCormick, Kippy Robinson","en, fr, ja"
tt0109511,Infidelity,5.3,nm0881762,"Comedy,Drama","Cecilia de Bescós, Nieves Borja, Paco Casarrubios, Lucile Escrivá, Julio García, Agustín Gereño, Iñaqui Ibaibarriaga, Juan Luis Marcos, Ángel Molpeceres, Pilar Sáenz de Quintanilla",en
tt0109513,Cuo ai,7.2,nm0150886,"Drama,Romance","Philip Meng Miou, Marian O'Quinn","en, yue"
tt0109514,Curse of the Starving Class,5.6,nm0565656,Drama,"Bob Fife, Kristin Fiorella, Scott K. Gordon, Vance Hughes, David McDavid, Stacie McDavid, Peggy Raess, Ted Raess, Brenda Paris Westhoff",fr
tt0109515,Cyber Tracker,3.7,nm0160614,"Action,Sci-Fi","David Barnathan, Todd Bevridge, Cheryl Collier, G. William Keith, Tony Lani","en, fr"
tt0109517,Cyborg Cop,4.2,nm0278735,"Action,Sci-Fi","Steven Leader, David Pithou","fr, bg, ja"
tt0109518,Cyborg Cop II,3.6,nm0278735,"Action,Sci-Fi,Thriller","Ashley Branford, Arthur Gerezin, Stephen Leader, Ivan LeClerc, Valerie Maydenov, Robert Mhlongo, Sean Smith, George Szigethy, Zacharia","ja, fr"
tt0109520,D2: The Mighty Ducks,6.1,nm0918873,"Comedy,Drama,Family","Laura Lombardi, James H. Warren","ja, fr, en, bg"
tt0109529,Dance Me Outside,7.1,nm0567680,"Comedy,Drama","Darryll Abels, Heidi B., Denise Bolduc, Kim Christoff, Nick Craine, Edward Eagle Sr., Brent Gage, George Gallant, Al Giga, Joel King, Pat Langer, David Nancoff, Jason Simpson, Leslie Jo Tabobondung, Rose Marie Trudeau, Pam Washington, Terry Whiteduck, Diane Wuttke","en, fr"
tt0109531,Dangerous Heart,4.8,nm1212040,"Drama,Romance,Thriller","Doug Kerr, Brady Ward","fr, bg"
tt0109532,Dangerous Indiscretion,4.7,nm0459350,"Drama,Thriller","Jennifer Hansen, Sam Newfield, Jack Tarpon","tr, bg, fr"
tt0109536,The Dangerous,4.0,"nm0382080,nm0200597","Action,Thriller","Monte Bain, Anna Bryan, Jess De Leon, Dawn Dedeaux, Ron Dendinger, Craig Douglas, Wayne Grueninger, Michelle Hecker, Cheri Joclein, Sherlyn Leonard, Melissa Marie Rossi, Tammy Marstars, Steven Nicholson, Rhonda Patten, Kosta Marco Rigopoulos, Mary Saadatamanesh, Todd Schmitt, David Versiga, Scott Zachery",bg
tt0109537,Family Album,6.3,nm0070474,"Drama,Romance","Martin Acala, Courtney Wilkes","fr, en"
tt0109546,Temptress,4.1,nm0487008,"Horror,Thriller","Yellow Thunder Boy, Ann M. Davis, Ryan Gregory Gold, Mary Jo Libasci",bg
tt0109547,Natural Selection,5.3,nm0794791,"Horror,Mystery,Sci-Fi","Robert Courtman, Dandridge Keyser, Peggy Pierce, Ann Shea","bg, fr, en"
tt0109548,Dark Side of Genius,5.0,nm0003659,"Drama,Romance,Thriller","Count Borgos, Jennifer Chahinian, Georg Goetz-Schmerschneide, Roy Hackbush, Andreas Hefti, Brit James, Alisa McCarter, Stacy Mosso, Bill Olofsson, Katja Raijonen, Paul Reed, Richard Sheng, Gina Caccavari, Walt Fellows, Sherrie Ann Kasner, Kuniyo Matsumoto, Eva Miskinyar, Justin Barry, Andrea Salkin, John Bouman",fr
tt0109550,Dark Waters,6.0,nm0047798,"Drama,Horror,Mystery",Venera Simmons,"fr, en"
tt0109551,The Dark,4.7,nm0003588,"Horror,Sci-Fi",Sue Cohen,fr
tt0109552,Darkman II: The Return of Durant,5.1,nm0561879,"Action,Crime,Horror","Candice Beaulieu, Donna Mullin","ja, fr"
tt0109553,Darkside Blues,5.3,nm3791920,"Action,Animation,Drama",Maki Kachisa,"en, ja"
tt0109557,David's Mother,6.2,nm0010012,Drama,"Val Beus, Pauline Brodie, Sheli Caplan, Blake Dennis, Chris Fardis, Tammy Goren, Michael Hackenschmidt, Lisa Holdaway, Steven Ivany, Joseph Kollarik, Michael Kulbisky, Ashish Mohla, Andrea Rifkin, Geoffrey Sobers, Zoe Taleporos, Michael Tomassi, Lincoln Vipond",fr
tt0109559,Dazzle,5.9,nm0171619,"Drama,Romance",Mark J. Hornberger,fr
tt0109564,Dead Center,4.0,nm0142587,Action,"Wynn Armstrong, Paul Biane, Gus De Felicis, Michael Galam, Stacia Phillips, Kevan Quinn, Bonnie Senter, Krista Shook, John Strader, Anthony Valero, Rosemary Warkentin, Stewart Wolfe",bg
tt0109566,Dead Funny,4.9,nm0271057,Drama,"Samuel Baird, Frederick E. Brown, Donna Cohen, Antony Cugliari, Tania Hoben, Lawrence Lui, Kris Maiden, Elisa Murphy","bg, cmn, ja, fr"
tt0109569,Dead on Sight,4.6,nm0696612,"Mystery,Thriller",Gabriella Aceves,fr
tt0109574,Deadly Vows,6.0,nm0582721,"Crime,Drama",Bunni Roberts,fr
tt0109575,Death Machine,5.6,nm0635759,"Action,Horror,Sci-Fi","Richard Brenchley, Alex Brooks, Melissa Charrington, Maurice Fellouhe, Lesley Lyon, Michael Metcalfe, Teruhiko Noguchi, Ian Stanley Norse, Samantha Jane O'Neill","hi, tr, en, fr, ja"
tt0109576,Death Match,4.5,nm0178923,"Action,Drama","Julie Roberts, Maura Alejo, Chris Allen, Pete Anderson, Jim Avincular, Ed Bellow, Tom Blaswick, Tom Boyd, Reuben Canonge, Marcus Cochran, Jennifer Dollie, Josh Esquilin, Ron Gaddis, Curtis Gleaves, Beverly Graham, Barry Grass, Flayr Hamilton, Curtis Honda, Anthony Isgro, Joe Jones, Mahlon H. Lauer, Kimberly Wick McClain, Javier Medina, A.J. Morris, Cynthia Provik, Robert Skinner, Mary Spaziano, David Turley, Alexandra Zak",fr
tt0109578,Death Wish: The Face of Death,4.9,nm0326161,"Action,Crime,Drama","Beverley Anderson, Watson Carlson, Maxine Elaine, Mikki Greaves, Melissa Illes, Mara Matejic","bg, ja, en, fr"
tt0109579,Death and the Maiden,7.2,nm0000591,"Drama,Mystery,Thriller","Sergio Ortega Alvarado, Jorge Cruz, Krystia Mova, Jonathan Vega, Rodolphe Vega","fr, fa, he, hi, bg, tr, en, ca, ja, sv"
tt0109582,Decadence,4.4,nm0000925,"Comedy,Drama","Mikel Aristegni, Denise Evans, Bernd Kaurisch",ja
tt0109588,Deep Down,4.4,nm0871293,Thriller,"Elizabeth Belile, Annabel Candy, Gwendolyn Demps, Liz Hayden, Leigh Hennessey, Inav Knight, Stephanie Linardos, Bridget Michelle, Debra Ross, Chad Weissman","fr, en"
tt0109589,Deep Red,4.7,nm0062644,"Sci-Fi,Thriller",V. Vlandekook,fr
tt0109592,Cemetery Man,7.1,nm0811714,"Comedy,Horror","Katja Anton, Renato Donis, Marijn Koopman","bg, cmn, en, ja"
tt0109593,Delta of Venus,4.7,nm0455394,Drama,"Ivana Adamcova, Rudolph Benes, Marek Borinsky, Iska Brestakova, Linda Clark, Karel Faltus, Daniel Holub, Barbara Kartakova, Josef Kral, Frantisek Krsicka, Zdenek Kudela, Daniela Kuhnova, Sona Navratilova, Simon Nordfjord, Petr Pechaty, Ladislav Polata, Vaclav Rejzek, Petr Rocovsky, Edward Rychtarik, Robert Slajchrt, Jana Stradalova, Oldrich Stransky, Helena Subrtova, Milan Svanc, Daniel Tichy, Katerina Tymichova","en, ja, tr, hi, bg, fr"
tt0109607,The Desperate Trail,6.0,nm0675894,"Action,Crime,Drama","Carol Baldwin, L. Rene Carter, Bill 'Bull Moose' Jackson, Danielle Miranda, Frank D. Ortiz, Elliot 'Bub' Tolbert","fr, bg"
tt0109610,Shortcut to Paradise,5.3,nm0380547,Thriller,Pablo Figueroa,bg
tt0109611,Family Matters,5.4,nm0081540,Drama,Maayan Rachel Amiel,en
tt0109612,El detective y la muerte,5.2,nm0840779,Thriller,Ethel Szul,en
tt0109627,Dinosaur Island,3.9,"nm0676248,nm0691061","Adventure,Comedy,Fantasy","Lisa Biossat, Carrie Curtis, Toni Naples","hi, en, fr"
tt0109635,Disclosure,6.2,nm0001469,"Drama,Thriller","Lisa Chaney, Darina Chylik, Raika Ravindra, Rohana Razali, Marika Vaaranen","fr, en, hi, bg, ca, cmn, sv, tr, ja"
tt0109637,Divorce Law,4.4,nm0320697,Comedy,"Augusta Lane, Cyndi Lewis","en, tr"
tt0109642,Dolores Claiborne,7.4,nm0000431,"Crime,Drama,Mystery","John R. Adamsom, Leslie J. Adamson, Weldon Allen, Matt Appleby, Mike Beaudry, Peter Brenders, Kelly Burnett, Nancy Lohnes, Charles N. Love, Barbara MacDonald, Sandy MacDonald, Anne MacPherson, Shannon Millen, Stephen Moore, Taffara Jessica Stella Murray, Rae V. O'Neil, Donnie Ongo, Edward Rubin, Kathie Shaw, Thomas Skinner, Vernon Steel","bg, en, fr, ca, he, tr, sv, ja"
tt0109650,Doomsday Gun,6.1,nm0950000,"Action,Drama,History",Christopher Cowley,"fr, en, bg, ja"
tt0109654,Double Cross,4.8,nm0450661,"Crime,Drama,Romance","Kathleen Brodie, Jody LeBlanc, Hairy Morph, Talesyn Rowe",bg
tt0109655,Double Happiness,7.1,nm0795803,"Drama,Romance","Barry Arnst, Ray Condo, Caroline Davidson, Tamara Happel, Sedgewick James, Laurie Kuchera, Woody Lo, Pia Masse, Harley McCanley, Mimi Mok, Julianna Raeburn, Tony Seaver, Nikki Tadema, May Tam","en, fr"
tt0109656,Double Obsession,3.6,nm0599515,"Horror,Thriller","Jennifer Bajadali, Gary Baldwin, Cece Berglund, Brian Clendenin, Hank Gaffney, Tracy Gardner, Scott Graysmith, Darryl Hogue, Don Lambert, Claire Lloyd, Emaline Lotz, Marin Oldershaw, Peter Pritchard, Crystal Rulison, Velma Shelton, Risa Tabacoff, Maureen Vancamp, Peter Woolf",en
tt0109661,Dragonworld,5.4,nm0138609,"Adventure,Family,Fantasy","Marioara Stelian, Cameron Stuart","ja, fr, en"
tt0109665,Dream Lover,6.2,nm0443582,"Drama,Mystery,Thriller","Cindy Bernstein, Elisabeth Greenbaum, Tony Kline","tr, en, bg, cmn, he, ja, hi, fr"
tt0109666,Dream a Little Dream 2,3.7,nm0501419,"Comedy,Fantasy","Christopher J. Black, David Diamond, Susan Forman",bg
tt0109673,The Boy Who Walked Backwards,6.8,nm0899121,"Drama,Short",Rune Veber,en
tt0109675,Drop Squad,4.9,nm0424907,Drama,"Stacy Burroughs, Quincy Rene Dickerson, Bill Griffith, Kim Harden, Joanna Maddox, Purvis Middlebrooks, Kristie Nesby, Misani Nkosi-White, Vincent Priester, Ron Stephens, Gloretta L. Wilson, Julie Wolffe","en, ja, bg"
tt0109681,Du bringst mich noch um,6.4,nm0667396,"Comedy,Drama","Lois Ellmauer, Eva Hennigs, Vasitti Magnus-Sallacher",cmn
tt0109685,A Confucian Confusion,7.6,nm0945981,"Comedy,Drama,Romance","Ernest Guan, Richie Li, David Sui","cmn, en, ja"
tt0109686,Dumb and Dumber,7.3,"nm0268380,nm0125803",Comedy,"Mike Burke, Kevin Constantine, John Dale, Brett Dalton, Jack A. Gould, Catalina Izasa, Diane Kinerk, Denise Vienne, Marcia Zammarelli","en, ja, bg, sv, he, hi, es, fr, tr, ca"
tt0109691,A Borrowed Life,7.5,nm0943150,Drama,"Che-Cheng Chen, Jun Fu, Hui-Ling Liu","en, ja"
tt0109699,Numbered Days,6.5,nm0881919,"Crime,Drama,Thriller","Eduardo Atienza, R. Mendoza, Alberto Miguel, I. de los Reyes, Teresa Tomás Fernández, Francisco Videto","ja, bg, tr, en"
tt0109703,Ebbtide,5.7,nm0481567,"Crime,Drama,Thriller",Ted Schwerdt,"en, bg"
tt0109707,Ed Wood,7.8,nm0000318,"Biography,Comedy,Drama","Josephine Matthew Adair, Herbert Boche, Linda Rae Brienza, Marlene Cook, Sylvia Coussa, Audrey Cuyler, Luc De Schepper, Joseph Golightly, Carrie Starner Hummel, Ramona Kemp-Blair, Carolyn Kessinger, Rodney Kizziah, Julie Laprath, Nancy Longyear, Alan Martin, Robert Nuffer, William Michael Short, Christopher George Simpson, Susan Eileen Simpson, Charles Alan Stephenson, Cheri A. Williams, Cynthia Ann Wilson","ja, bg, sv, tr, hi, fr, en"
tt0109719,Elephant Song,6.7,nm0726924,Drama,Osamu Terajima,ja
tt0109721,Elles n'oublient jamais,5.8,nm0290877,"Drama,Thriller",Vincent Planchais,"fr, en"
tt0109722,Elles ne pensent qu'à ça...,4.0,nm0239569,Comedy,Maitre Poulain,bg
tt0109723,Embrace of the Vampire,4.4,nm0258424,"Horror,Thriller","Rob Bassett, Todd James Billings, April Carlson, Marie G. Cooney, Debra Lynn Dallin, Katie Degezelle, Chad D. Elstad, Luke Erickson, Nathan Erickson, Danielle Fillipi, Cathy Goodman, Vivian Groce, Kathy Headline, Robbin Julien, Natalie Kindt, Helen Labdon, John Mondanaro, Amy Ostergaard, Julie Ostrom, Rachel Rittmueller, Mike Tracy, Chris Utesch, Christopher Utesch, Bill Wendlandt","hi, en, bg, fr, ja"
tt0109728,Endangered,5.2,nm0446056,"Action,Thriller","Roger Coy, Douglas L. McDonald, Laguna Niguel, Rick Sassara",en
tt0109729,The Endless Summer 2,7.6,nm0113164,"Adventure,Documentary,Sport","Gabrielle L. Brooker, Paul Fillingim, Craig D. Gree, Spencer Hill, Holly Hoover, M.J. Koreiva, Wes Laine, Francois-Xavier Maltin, Walter Ngcobo, Marco Pacheco, Rusty Pedersen, Jim Stanley, Cynthia Hillard Whalen, Cynthia Zanboni","ja, fr"
tt0109730,The Enemy Within,5.7,nm0200978,"Drama,Thriller","Charles J. Dunlap Jr., Eric Masskar","en, fr, bg"
tt0109731,Hell,7.0,nm0001031,"Crime,Drama,Thriller","Amaya Antolin, Louis De Leotoing d'Anjony","en, tr, he, bg, fr, ja"
tt0109732,"English, August",7.6,nm0070865,"Comedy,Drama",Upamanyu Chatterjee,en
tt0109733,Angel Dust,6.7,nm0411025,"Drama,Horror,Romance",Yorozu Ikuta,"ja, en"
tt0109737,Newland,6.7,nm0633096,Drama,"Benny Buchris, Michael Phelman, Natalia Witlovich","he, cmn, en, bg"
tt0109738,Ermo,7.1,nm0955777,"Comedy,Drama","Baochang Chen, Shen Enshen, Songhai Gao, Guiming Li, Yue Guizhi, Zhang Guizhi, Hui Du, Shengxia Yang, Shiling Wang, Shuguang Guo, Wenming Yang, Xiao Yang, Xiaowen Shao, Xiaoxia Yang, Zhi Yanyan, Hang Yi, Li Yong'gui, Zhenguo Yan",en
tt0109739,Ernest Goes to School,4.6,nm0760244,"Comedy,Family,Sport",Clint Bailie,"en, fr"
tt0109742,Erotique,4.8,"nm0001962,nm0492309,nm0535644,nm0872331",Drama,"Eloí Calage, Christopher Wood","ja, tr"
tt0109744,Sunset Riders,5.5,nm0617407,"Action,Adventure,Comedy","Tiia Kotkas, Eero Niskanen",en
tt0109745,Crimes of Passion: Escape from Terror - The Teresa Stamper Story,6.1,nm1212040,Drama,"Stanley M. Fisher, Caitlin Flynn, Phillip A. Luna","fr, bg"
tt0109746,Esti Kornél csodálatos utazása,7.0,nm0655556,"Drama,Fantasy,Romance","Simon Erdély, Sarolta Jóföldi, János Matúz, Anna Révész, Krisztina Steer, Viktória Vida",cmn
tt0109747,La estrategia del caracol,7.7,nm0127882,"Comedy,Drama","Jaime Azcárate, Ivan Castano, Yesid Ferrara, Leopoldo Guerra, Alejandro Junca, José María Nieto",fr
tt0109757,Exile,6.3,nm0185187,"Drama,Romance",Tammy Kendall,tr
tt0109758,Exit to Eden,4.2,nm0005190,"Comedy,Crime,Romance","Diana Ardzrooni, Nancy Debease, Ernie Duran, Ted Fines, Steve Hunter, Lisa LaNou, Robin Lombardo, Dawn Lovett, Shelby Lyon, Mark Morell, Kristi Noel, Jeanine Page, Jay Shephard, Craig Weysham","fr, en"
tt0109759,Exotica,7.0,nm0000382,Drama,"Paul Potvin, Adel Saab, Kamil Saab, Nabil Saab","en, bg, tr, hi, fr, ja"
tt0109760,The Expert,4.6,"nm0043076,nm0527350",Action,"Rob Allen, Nicholas Barbaro, Karen Bowden, Ron Fielder, Ramona LeBaron, Amy Olsen",fr
tt0109762,Eyes of Terror,4.6,nm0683578,Thriller,"Denise Balthrop, George Bernhard, Maura Corcoran, Michelle Jarrett, Caroline Shaffer",fr
tt0109764,Eyes of the Serpent,3.6,nm0301900,"Action,Adventure,Fantasy","Stewart Chapin, Nick Tropicana","hi, en"
tt0109765,F.T.W.,5.2,nm0439040,"Crime,Drama,Romance","P.K. Aslakson, Anthony Cameron, Victor Casillas, Clayton Cook, Sheryl Dahl, Craig Dysart, Amasa Eddy, David Ellingson, Laurie Erban, Fitzjames, Mocha Ford, Phillip Guastella Jr., Patrick 'Judge' Hall, Fido Henderson, Greg Hines, Pat Johnson, Donald Lindley, John Machart, John Mallard, Jess Matt, Darrell Miller, Dixie Parsons, Gerald Pernak, Stan Rasmussen, Volley Punk Reed, Fred Roach, Jaime Rockwell, Wanda Russell, Dave Schilt, Ron Shoen, Kevin Small, Dan Stringari, Jenny Sukys, Bill Theriault, Jason Volk","ja, bg, fr, tr"
tt0109771,Farinelli,6.8,nm0179216,"Biography,Drama,Music","Harald Gotz, Nadine Hachuel, Johann Adolf Hasse, Peter Luhrenbaum, Jurgen Materna, Scenografia Mattei, Stefan Mazel, Thommy Schulz","ja, tr, en, fr, bg"
tt0109773,Fast Getaway II,4.5,nm0766020,"Action,Adventure,Comedy","Edward Allen Casillas, Veritas N. Chantengco, Tiffany Grant, Quinn Kristian Koeniges, Melanie Long, Travis Gabriel Martin, Alan McCreery, Felix Daniel Morelos, Melissa Musen, Joseph Barry Risher, Carin L. Sims, Maliz Van Owen",fr
tt0109775,Fatal Pursuit,3.7,nm0522218,"Crime,Drama,Thriller",Spencer,en
tt0109776,Fatal Vows: The Alexandra O'Hara Story,6.0,nm0694411,Drama,Katey McGuire,fr
tt0109778,Father and Scout,5.0,nm0584474,"Comedy,Family,Sport","Robert Egan, Laura Gerson","fr, bg"
tt0109779,Fatherland,6.4,nm0578757,"Drama,Romance,Sci-Fi","Louis Brauer, Jarda Cipera, Jerry Fricek, Romana Maierova, Patrick Opaterny, Tomas Safranek","ja, fr, bg"
tt0109781,Faust,7.4,nm0840905,"Animation,Comedy,Drama","Stanislava Babická, Robert Blanda, Jana Bocková, Petr Bruna, Eva Capková, Miloslav Cerny, Magda Horejsová, Petra Hrstková, Michal Kolman, Milan Kvak, Jan Lím, Vera Masopustová, Zbynek Mayer, Jana Mézlová, Vendula Pecová, Rudolf Ruzek, Evzen Simera, Frantisek Spilka, Miluse Straková, Berenika Strettiová, Jan Sír, Marie Turecková, Pavel Valenta, Joseph Vedral, Karel Vidimský, Karel Vild, Jirí Zavázal","ja, en"
tt0109783,The Favor,5.2,nm0677953,"Comedy,Romance","Wilma Bergheim, Marilyn Blechschmidt, Elaine Mee, Felicia Robertson, Giuseppe Tortellini, Kenny Twomey, Steve Tyrrel, Susan Zeitlin","en, bg, fr, ja, tr"
tt0109784,A Feast at Midnight,6.6,nm0362686,"Comedy,Drama,Family","Matthew Blakiston, Leigh Burr, Martin Butt, Paul Dowbekin, Rosemary Dowbekin, Max Elliot, Julian Ellison, Dan Fenton, Les Harding, Edward Hassard, Stuart Hawley, John Hurley, Andrew Lusher, Sally Massey, Bruce McCrae, Sally McWilliam, Jake Meyer, Colyn Moore, Yoshi Nishio, Jan Price, Jordan Ruffell, Heidi Vines",cmn
tt0109786,The Final Option,5.8,nm0150906,"Action,Crime","Vindy 'Wai-Yee' Chen, Ivy Cheung, Kwok-Kim Ip, Wai-Kwok Lam","en, yue"
tt0109790,The Red Lotus Society,7.9,nm0481723,Drama,"Bojun Li, Yuzhou Lu",fr
tt0109791,Felidae,7.0,nm0769405,"Animation,Drama,Mystery","Karla Fall, Bruno Rauscher",en
tt0109792,The Feminine Touch,4.9,nm0417641,"Drama,Thriller","Ron Clummins, Woodrow B. Hood, Woody Hood, Carin Janis, Diana Janis, Anthony Mallotto, Neill Murchinson, David O'Keefe","cmn, ja"
tt0109798,Revenge of the Musketeers,5.8,nm0851724,"Action,Adventure,Comedy","Philippe Flotot, Françoise Johannel, Jean Martinez, François Nicolet, Jean-Sebastien Pinel, Severine Truquet","ja, tr, fr, bg, cmn"
tt0109800,Le fils préféré,6.9,nm0305368,Drama,"Geneviève Attal, Jacques Baldi, Aurélie Benattar, Giulia Buffa, José Da Assuncao Alves, Lionel Edouard, Miguel Espinas, Dominique Fouchenneret, Gérard Garcia, Fabien Guillerme, Charly Krettly, Massako Lamberlin, Catherine Naudin, Valérie Nonin, Harmed Riski, Michèle Roux, Nathalie Saint-Léger, Aurélie Tabet, Simon Turuk, Amar Zane",bs
tt0109802,Finding Interest,5.9,"nm0196436,nm0762381","Action,Drama,Thriller","Guy Albala, Paul Hernandez",fr
tt0109809,FleshEater,4.9,nm0386100,Horror,"Charis Kirkpatrik Acuff, David Ashby, Matthew C. Danilko, Kristy Dettore, Adena Dodds, Karen L. Gergely, Mark Hinzman, Jim Kelly, Scott Knechtel, Denise Morrone, Dave Peck, Paula Recchio, Kathleen Marie Rupnik, James J. Rutan, Steven B. Sands, Carl W. Sodergren, Jackie Sodergren, Susan Marie Spier, Mark Strycula, Taryn Thomas, Michele Vensko, Leslie Ann Wick","ja, fr, ru"
tt0109810,Fleshtone,4.7,nm0403794,"Horror,Mystery,Thriller","Jarrod Bowder, Charmaine Chatkin, Debi Giezing, Malcolm Kingston, Kim Kruger, Yuri Lazorik, Gavin Preston, Hannes Preston, Angela Savidez, Edward Suter, Hilton Swemmer, George Tatsis, Ilan Weihardt",fr
tt0109811,The Spy Within,4.8,nm0706883,Thriller,"Kathi Janca, Esther Le","bg, fr"
tt0109812,Flinch,4.6,nm0259821,Thriller,"Sarah Davidson, James Larkin, Trish Murtcher, Douglas W. Tomkin","bg, fr, ca"
tt0109813,The Flintstones,5.0,nm0505152,"Comedy,Family,Fantasy","Tabbie Brown, Richard Morton","en, bg, tr, hi, ja, fr"
tt0109816,Floundering,5.8,nm0565292,Comedy,"Fernando Cruz Jr., Brian Hermelin, Timothy P.J. McKee, Margaret McNally, Cynthia Ojeda, Therman Statom, Anna Wacks",ja
tt0109822,For the Love of Nancy,6.5,nm0004621,Drama,Hudson Le Grande,fr
tt0109823,For the Moment,6.0,nm0426510,"Drama,Romance,War","Clifford Huot, Riel Langlois, Gregory K. Mciver, Clement Nelson, Curtis Sali, Greg Sheris, Tyler Woods, Steve James Young",fr
tt0109826,The Force,4.6,nm0743093,"Action,Horror,Thriller","Ben Buchanan, Anthony Russ Collins, Benjamin Findel, Sean Gouyd, Lori King, Jeff Klaven, Wayne Seale, Michael R. Stinger, Linda Thistle","bg, fr"
tt0109828,Foreign Student,5.9,nm0785011,Drama,"Jeffrey Allums, William Bodenhamer, Philip Branch, Pembroke Bryant, Clement Burnette, Jean Raoul Cassadoure, Jody Chartier, Linita Corbett, Brian Day, Danny Dunford, Matt Ferguson, Eric Gehler, Terrance Holmes, Sutton Knight, Terry Lavin, Harold Lighty, Bryan Lindsey, Brendan Medlin, Kevin O'Hare, Jon Scott Perkins, Ronald Perkinson, Allan Pleasants, Peter Poli, Holley G. Proctor, Richard Ragains, Steve Reese, Bryant Roland, Martin Sowers, Kerry Zobel",fr
tt0109830,Forrest Gump,8.8,nm0000709,"Drama,Romance","Zach Aiken, Pete Auster, Kenneth Bevington, Emily Carey, Chiffonye Cobb, Teresa Denton, Christopher Lee Foster, Calvin Gadsden, Fay Genens, Frank Geyer, Logan Livingston Gomez, Kitty K. Green, Samuel Ray Jablonski, Alleene C. Keith, Angela Lomas, Bruce Lucvia, Stephen Moore, Steven T. Perkins, Roger Quon, John Randall, Gary Robinson, Juan Singleton, Christiane Steffen, Ione M. Telech, Ben Waddel","en, sv, tr, hi, cmn, th, fr, ja, bg, ca"
tt0109831,Four Weddings and a Funeral,7.1,nm0001565,"Comedy,Drama,Romance","Gordon Blackwell, Bryn Burrows, Wendy Ebsworth, Elaine Robertson, Ray Uren, Donald Weedon, Julia Fetterman, Caroline Southey","bg, hi, de, he, en, tr, sv, cmn, ja, ca, fr"
tt0109834,Le franc,6.6,nm0228013,Comedy,Dieye Ma,de
tt0109835,Frank & Jesse,5.7,nm0096813,"Biography,Drama,Western","Steve Clark, Norman Hawley, Sudie Henson, Anton Martin, Bryan McNulty, Gary McNulty, Susan Porter, Todd Stockdale, Colbey Thornburg","fr, ja"
tt0109836,Frankenstein,6.3,nm0000110,"Drama,Horror,Romance","Christina Cuttall, Abigail Reynolds","en, ja, hi, bg, tr, fr, ca"
tt0109838,Freaked,6.3,"nm0827868,nm0935664","Comedy,Sci-Fi","Nelson Alvarado, Marcie Benne, Bruce Berman, Sheri Carr, Nicholas Cohn, Kristen Crews, Byron Dumont, Marilyn Garcia, Lee Gitthens, Michael Glickman, Jonathan Harken, 'Fat Elvis' Hartwell, L.S. Kruse, Wayne Laing, Craig Paup, Tom Pottage, Charlie Rice, Kristen Scott, Genette Sloazzo, Georgina Valdez, Michael Vidal","ja, en, bg, fr"
tt0109840,Freefall,4.6,nm0410139,"Action,Adventure,Drama",Patrick Bands,"fr, bg"
